10,5,1,5,89,7,5,862,773,0
10,0,1,5,78,7,6,26,20,0
10,3,1,5,89,7,13,134,161,0
10,2,1,5,93,7,4,1088,739,0
9,3,0,5,60,6,26,5,9,0
9,8,0,5,92,6,22,137,154,0
9,6,0,5,89,6,23,349,400,0
9,6,0,5,98,6,17,956,745,1
9,3,0,5,99,6,7,239,271,0
9,3,0,5,99,6,5,83,81,0
9,4,0,5,96,14,15,83,81,0
9,31,0,5,89,14,90,349,400,0
9,26,0,5,95,14,77,686,567,0
9,23,0,5,89,14,69,636,680,0
9,21,0,5,102,14,60,239,272,0
9,26,0,5,95,14,70,653,734,0
9,18,0,5,105,14,54,272,333,16
9,25,0,5,99,14,62,40,22,0
9,6,0,5,93,14,22,845,716,0
9,3,0,5,94,14,20,26,20,0
9,6,0,5,103,14,8,1088,739,0
9,2,0,5,74,14,9,68,79,0
9,0,0,5,83,14,6,134,178,0
9,0,0,5,68,14,4,122,154,0
9,5,0,5,76,14,16,255,283,0
9,16,0,5,100,14,46,83,81,0
9,8,0,5,82,14,27,122,154,19
9,9,0,5,86,14,32,26,20,0
9,2,0,5,99,14,15,236,288,0
9,3,0,5,97,14,9,223,298,0
9,8,0,5,95,14,18,96,91,0
9,7,0,5,94,14,16,239,273,0
9,2,0,5,96,14,9,134,178,0
9,8,0,5,94,14,18,862,773,0
9,9,0,5,75,14,26,636,680,0
9,3,0,5,85,14,9,653,734,0
9,4,0,5,72,14,12,248,256,0
9,3,0,5,82,14,12,349,400,0
9,3,0,5,91,13,5,72,106,0
9,4,0,5,98,13,9,49,45,0
9,0,0,5,84,13,3,551,630,0
9,0,0,5,80,13,5,255,283,0
9,1,0,5,96,13,5,518,424,0
9,3,0,5,96,13,10,653,734,0
9,2,0,5,88,13,8,96,91,0
9,0,0,5,92,13,3,273,333,0
9,2,0,5,69,13,11,236,288,0
9,1,0,5,98,13,6,1088,739,0
9,0,0,5,91,13,4,349,400,0
9,2,0,5,98,13,4,239,273,0
9,2,0,5,99,13,4,73,59,4
10,26,0,5,81,15,80,5,3,0
10,15,0,5,95,15,39,23,13,0
10,15,0,5,88,15,58,0,0,0
10,8,0,5,94,15,41,0,1,0
10,1,0,5,77,15,11,3,1,0
10,18,0,5,93,15,39,1,4,0
10,19,0,5,82,15,69,7,18,0
10,4,0,5,98,15,15,3,6,0
10,3,0,5,89,15,15,0,1,0
10,7,0,5,94,15,30,3,1,0
10,1,0,5,82,15,9,1,8,0
10,4,0,5,96,15,14,37,32,0
10,1,0,5,90,15,7,4,0,0
10,1,0,5,88,15,4,10,8,11
10,0,0,5,51,15,3,2,2,0
9,3,1,16,96,8,14,82,129,0
9,0,1,16,87,8,6,216,292,0
9,4,1,16,94,8,8,286,291,1
9,0,1,16,69,8,2,210,261,0
9,2,1,16,89,8,7,420,423,0
9,0,1,16,78,8,4,305,384,0
10,1,0,16,82,10,9,420,423,0
10,0,0,16,71,10,3,63,81,0
10,0,0,16,91,10,6,662,616,0
10,1,0,16,93,10,6,351,342,0
10,0,0,16,91,10,4,496,480,0
10,0,0,16,86,10,5,75,63,11
10,1,0,16,93,10,8,109,110,0
10,0,0,16,77,10,3,210,261,0
10,1,0,16,94,10,4,613,615,0
10,0,0,16,83,10,3,328,319,0
10,40,1,16,94,7,122,34,48,0
10,0,1,16,80,7,59,18,20,0
10,16,1,16,89,7,43,10,11,0
10,17,1,16,98,7,63,287,291,0
10,25,1,16,101,7,73,662,617,0
10,9,1,16,89,7,36,613,615,21
10,1,1,16,82,7,13,305,384,0
8,13,0,16,98,8,31,16,28,0
8,12,0,16,96,8,36,662,617,4
8,4,0,16,92,8,11,109,110,0
8,1,0,16,96,8,3,76,63,0
8,4,0,16,89,8,15,614,615,0
8,5,0,16,89,8,11,173,202,0
8,0,0,16,76,8,4,18,20,0
8,4,0,16,92,8,6,210,261,0
10,25,1,16,100,11,80,351,342,0
10,13,1,16,86,11,43,614,615,0
10,17,1,16,102,11,47,287,291,0
10,11,1,16,64,11,51,173,203,0
10,14,1,16,95,11,46,663,617,0
10,0,1,16,79,11,4,34,48,0
10,7,1,16,47,11,33,75,99,0
10,14,1,16,84,11,53,51,70,0
10,0,1,16,62,11,6,210,261,0
10,0,1,16,78,11,7,216,292,0
10,0,1,16,81,11,6,420,423,0
9,38,0,16,84,11,105,76,63,0
9,18,0,16,98,11,70,24,21,0
9,33,0,16,104,11,135,614,615,0
9,17,0,16,99,11,45,164,116,4
9,5,0,16,91,11,12,216,292,0
9,8,0,16,91,11,46,109,110,0
9,4,0,16,87,11,16,663,617,0
9,9,0,16,95,11,30,146,214,0
9,8,0,16,95,11,31,342,393,0
9,5,0,16,91,11,14,351,342,0
9,2,0,16,98,11,8,20,19,0
10,3,0,16,73,7,22,82,130,0
10,5,0,16,70,7,23,76,63,2
10,31,0,16,94,7,84,94,144,0
10,19,0,16,99,7,46,34,48,0
10,4,0,16,64,7,21,10,11,0
10,3,0,16,95,7,15,6,4,0
10,3,0,16,98,7,7,1,0,0
9,1,1,93,89,11,4,349,398,0
6,2,1,93,100,4,2,158,158,2
9,32,1,93,95,16,113,223,299,0
9,37,1,93,104,16,91,125,124,0
9,7,1,93,95,16,30,96,123,0
9,17,1,93,94,16,72,105,129,0
9,18,1,93,97,16,56,653,734,0
9,17,1,93,59,16,63,374,289,0
9,9,1,93,98,16,33,1123,720,0
9,8,1,93,88,16,37,159,158,0
9,7,1,93,102,16,20,681,601,9
9,3,1,93,89,16,15,686,567,0
9,8,1,93,89,16,21,247,291,0
9,6,1,93,91,16,14,958,745,0
9,1,1,93,84,16,8,73,81,0
9,4,1,93,95,16,8,349,399,0
9,0,1,93,86,16,7,169,242,0
8,3,0,93,94,7,8,1123,720,0
8,2,0,93,97,7,3,682,601,5
8,3,0,93,97,7,11,958,745,0
8,1,0,93,84,7,5,247,291,0
8,3,0,93,100,7,5,374,289,0
8,1,0,93,98,7,2,528,440,0
8,1,0,93,102,7,2,653,734,0
9,0,1,93,96,14,2,14,23,0
9,1,1,93,96,14,2,1123,720,0
8,1,0,93,94,11,3,684,601,0
8,3,0,93,99,11,4,686,567,0
8,3,0,93,90,11,7,1123,720,0
8,7,0,93,87,11,18,2,2,0
8,4,0,93,92,11,9,958,745,0
8,6,0,93,65,11,17,19,26,0
8,2,0,93,93,11,12,349,399,0
8,2,0,93,91,11,5,223,299,0
8,4,0,93,99,11,9,154,184,0
8,4,0,93,92,11,8,518,424,2
8,3,0,93,101,11,6,273,333,0
10,4,1,513,94,13,11,68,79,0
10,4,1,513,81,13,13,549,633,3
10,8,1,513,80,13,27,137,154,0
10,0,1,513,84,13,5,59,92,0
10,0,1,513,77,13,6,15,13,0
10,5,1,513,89,13,12,55,59,0
10,0,1,513,71,13,3,83,81,0
10,0,1,513,82,13,5,5,9,0
10,0,1,513,82,13,5,74,124,0
10,0,1,513,92,13,3,96,91,0
10,0,1,513,80,13,3,636,681,0
10,1,1,513,70,13,6,58,46,0
10,0,1,513,75,13,3,242,385,0
10,0,0,513,75,11,3,1088,739,4
10,4,0,513,87,11,17,862,773,0
10,0,0,513,93,11,4,3,1,0
10,0,0,513,72,11,4,74,124,0
10,1,0,513,88,11,5,213,231,0
10,1,0,513,97,11,6,74,59,0
10,1,0,513,103,11,9,13,22,0
10,0,0,513,86,11,8,83,81,0
10,0,0,513,97,11,5,205,230,0
10,2,0,513,96,11,6,263,268,0
10,1,0,513,84,11,3,27,35,0
9,1,1,513,87,12,3,137,155,0
9,0,1,513,75,12,6,636,681,0
9,1,1,513,53,12,4,68,79,0
9,2,1,513,88,12,7,263,268,5
9,0,1,513,86,12,6,205,230,0
9,0,1,513,99,12,3,1089,739,0
9,0,1,513,92,12,3,49,46,0
9,2,1,513,93,12,5,213,231,0
9,1,1,513,85,12,5,172,110,0
9,1,1,513,85,12,3,862,773,0
9,1,1,513,86,12,4,550,633,0
9,1,1,513,86,12,3,13,22,0
8,20,0,513,101,11,43,96,91,0
8,10,0,513,85,11,35,83,81,0
8,14,0,513,102,11,33,27,35,0
8,8,0,513,66,11,24,264,268,0
8,18,0,513,107,11,38,5,5,7
8,3,0,513,0,11,16,74,60,0
8,6,0,513,78,11,10,137,155,0
8,1,0,513,90,11,3,1089,739,0
8,6,0,513,90,11,15,239,273,0
8,6,0,513,108,11,10,68,79,0
8,4,0,513,67,11,11,255,283,0
10,17,0,513,81,13,65,510,583,0
10,35,0,513,85,13,75,239,273,0
10,25,0,513,94,13,84,68,79,0
10,22,0,513,104,13,66,264,268,0
10,18,0,513,89,13,51,68,120,0
10,18,0,513,78,13,50,83,81,0
10,24,0,513,96,13,69,43,46,0
10,12,0,513,90,13,24,862,773,13
10,12,0,513,97,13,37,74,60,0
10,19,0,513,92,13,41,1089,739,0
10,5,0,513,93,13,13,242,385,0
10,6,0,513,106,13,13,551,630,0
10,6,0,513,98,13,15,11,16,0
8,4,0,513,0,8,35,96,91,0
8,12,0,513,86,8,35,510,583,0
8,10,0,513,86,8,24,110,151,0
8,4,0,513,95,8,13,74,124,0
8,4,0,513,95,8,9,68,79,0
8,6,0,513,108,8,15,551,630,2
8,5,0,513,98,8,13,137,155,0
8,6,0,513,104,8,7,863,773,0
8,0,1,39,0,8,3,110,112,0
8,2,1,39,0,8,14,271,342,0
8,1,1,39,75,8,5,56,53,0
8,2,1,39,91,8,8,117,151,0
8,9,1,39,95,8,15,28,20,0
8,1,1,39,86,8,4,1828,899,0
9,15,1,39,89,7,59,363,310,1
9,0,1,39,81,7,6,13,24,0
9,5,1,39,94,7,31,25,23,0
9,1,1,39,0,7,19,0,1,0
9,6,1,39,79,7,28,32,34,0
9,3,1,39,94,7,9,110,112,0
9,3,1,39,87,7,12,327,368,0
8,15,0,39,64,5,43,123,131,0
8,6,0,39,71,5,15,1828,900,0
8,5,0,39,92,5,12,1285,948,0
8,2,0,39,104,5,4,327,368,3
8,4,0,39,96,5,12,73,76,0
7,12,0,39,105,7,26,1828,901,0
7,7,0,39,104,7,21,48,61,0
7,5,0,39,104,7,9,35,49,6
7,2,0,39,103,7,5,364,310,0
7,7,0,39,103,7,18,15,14,0
7,2,0,39,85,7,7,1285,948,0
7,2,0,39,66,7,5,328,368,0
8,3,0,39,87,7,10,13,25,0
8,6,0,39,92,7,13,70,116,1
8,5,0,39,96,7,33,7,9,0
8,8,0,39,97,7,21,32,47,0
8,6,0,39,81,7,20,268,302,0
8,1,0,39,0,7,8,358,348,0
8,5,0,39,89,7,12,1285,948,0
10,2,1,39,53,12,2,291,268,0
9,0,1,6,74,13,2,550,633,0
9,3,1,6,74,13,10,63,81,0
9,2,1,6,77,13,10,688,604,0
9,0,1,6,60,13,4,0,0,0
9,0,1,6,58,13,6,13,20,0
9,5,1,6,88,13,8,99,152,0
9,4,1,6,81,13,12,342,393,0
9,7,1,6,97,13,11,288,291,0
9,1,1,6,74,13,6,351,343,0
9,0,1,6,59,13,3,349,400,0
9,2,1,6,82,13,6,614,615,0
9,0,1,6,70,13,7,223,300,0
9,1,1,6,84,13,4,210,261,25
9,0,1,6,83,11,2,94,144,0
9,0,1,6,88,11,3,128,144,0
9,1,1,6,77,11,3,63,81,3
9,1,1,6,100,11,3,688,604,0
9,0,1,6,69,11,2,351,343,0
9,0,1,6,75,11,2,510,583,0
9,48,0,6,81,16,167,20,19,0
9,28,0,6,88,16,95,64,81,0
9,3,0,6,99,16,25,13,20,0
9,14,0,6,96,16,49,96,123,0
9,6,0,6,85,16,25,211,261,0
9,8,0,6,100,16,27,288,291,0
9,22,0,6,98,16,58,96,144,0
9,6,0,6,74,16,22,1,2,0
9,17,0,6,82,16,39,328,320,0
9,6,0,6,94,16,29,688,604,0
9,7,0,6,94,16,16,144,213,0
9,11,0,6,102,16,40,223,300,0
9,2,0,6,79,16,12,614,615,0
9,5,0,6,97,16,9,510,583,0
9,1,0,6,0,16,4,550,634,0
9,6,0,6,94,16,17,351,343,7
7,28,0,6,100,4,78,342,393,0
7,13,0,6,94,4,29,288,291,7
7,16,0,6,93,4,24,614,615,0
7,7,0,6,109,4,14,64,81,0
9,1,0,6,99,9,5,72,86,3
9,1,0,6,81,9,4,77,63,0
9,0,0,6,88,9,4,352,343,0
9,0,0,6,91,9,5,614,616,0
9,1,0,6,99,9,4,342,393,0
9,0,0,6,85,9,4,72,106,0
9,2,0,6,91,9,5,211,261,0
9,2,0,6,84,9,4,328,320,0
9,2,0,6,81,9,5,349,400,0
10,0,0,6,88,12,3,64,81,0
10,0,0,6,93,12,6,342,394,0
10,0,0,6,86,12,6,134,162,0
10,0,0,6,91,12,9,211,261,0
10,0,0,6,94,12,4,614,616,0
10,0,0,6,63,12,4,328,320,0
10,0,0,6,92,12,5,105,129,0
10,0,0,6,63,12,4,510,583,0
10,0,0,6,76,12,3,349,400,21
10,1,0,6,94,12,7,688,605,0
10,0,0,6,87,12,3,352,343,0
10,0,0,6,82,12,3,550,634,0
10,19,0,6,100,16,58,328,320,0
10,19,0,6,90,16,48,211,261,0
10,17,0,6,81,16,62,10,11,0
10,8,0,6,79,16,29,128,144,0
10,6,0,6,105,16,24,614,616,0
10,6,0,6,93,16,16,94,144,0
10,12,0,6,98,16,27,64,81,0
10,8,0,6,92,16,24,342,395,0
10,4,0,6,93,16,24,96,123,0
10,1,0,6,98,16,14,550,634,0
10,3,0,6,82,16,15,77,63,0
10,6,0,6,96,16,28,72,106,44
10,9,0,6,65,16,27,105,129,0
10,2,0,6,85,16,12,8,20,0
10,1,0,6,88,16,8,688,605,0
10,6,0,6,96,16,13,510,583,0
9,1,1,16,98,4,2,305,385,1
9,0,1,16,83,4,2,420,423,0
9,0,0,16,84,10,3,264,268,0
